Rain,Moisture,X,Y,Z
24.3,178.75,1.75,0.30000000000001137,0.09999999999999432
24.3,178.45,1.75,0.30000000000001137,0.09999999999999432
24.3,178.2,1.75,0.35000000000002274,0.09999999999999432
23.05,175.05,1.1500000000000057,0.4000000000000057,0.05000000000001137
23.05,172.55,1.2000000000000028,0.35000000000002274,0.09999999999999432
21.8,169.05,1.25,0.35000000000002274,0.4000000000000057
20.5,163.2,1.0,0.35000000000002274,0.6500000000000057
19.2,156.55,0.9500000000000028,0.35000000000002274,1.0999999999999943
19.25,154.65,1.2999999999999972,0.15000000000000568,1.9000000000000057
19.25,152.7,1.6500000000000057,0.0,2.6500000000000057
20.5,150.75,2.0,0.09999999999999432,3.4499999999999886
19.25,148.85,2.4000000000000057,0.29999999999998295,4.25
19.25,146.95,2.799999999999997,0.39999999999997726,5.050000000000011
19.25,145.05,3.1500000000000057,0.5999999999999943,5.849999999999994
19.25,143.2,3.5,0.799999999999983,6.650000000000006
19.25,141.35,3.8499999999999943,0.9499999999999886,7.449999999999989
19.25,139.5,4.199999999999989,1.1499999999999773,8.25
19.25,137.6,4.599999999999994,1.3499999999999943,9.0
19.2,135.7,4.949999999999989,1.549999999999983,9.800000000000011
19.25,133.8,5.349999999999994,1.75,10.599999999999994
19.25,131.9,5.699999999999989,1.8999999999999773,11.449999999999989
19.2,130.0,6.050000000000011,2.0999999999999943,12.25
19.25,128.1,6.400000000000006,2.299999999999983,13.050000000000011
20.55,129.1,7.349999999999994,2.5,13.699999999999989
20.6,129.45,7.650000000000006,2.6499999999999773,14.449999999999989
21.9,124.05,8.150000000000006,3.049999999999983,14.849999999999994
21.9,120.9,7.5,5.649999999999977,12.599999999999994
21.9,118.55,6.5,8.25,10.150000000000006
21.85,111.55,5.099999999999994,10.699999999999989,7.349999999999994
20.55,104.5,3.700000000000003,13.149999999999977,4.599999999999994
19.3,97.5,2.299999999999997,15.649999999999977,1.8000000000000114
19.3,90.5,0.9000000000000057,18.099999999999994,1.0
18.3,83.5,0.5,20.599999999999994,3.8000000000000114
17.55,76.5,1.9000000000000057,23.049999999999983,6.599999999999994
16.7,69.5,3.3499999999999943,25.5,9.400000000000006
27.65,62.5,4.799999999999997,27.94999999999999,12.199999999999989
26.35,55.5,6.25,30.399999999999977,15.0
25.5,48.55,7.650000000000006,32.849999999999994,17.75
36.0,41.6,9.049999999999997,35.29999999999998,20.55000000000001
44.65,34.7,10.450000000000003,37.75,23.349999999999994
43.35,27.8,11.849999999999994,40.19999999999999,26.150000000000006
42.1,20.9,13.25,42.64999999999998,28.94999999999999
40.8,14.0,14.650000000000006,45.099999999999994,31.75
39.5,7.1,16.049999999999997,47.54999999999998,34.55000000000001
38.2,0.2,17.450000000000003,50.0,37.349999999999994
36.9,0.1,19.049999999999997,52.19999999999999,40.0
36.9,0.1,19.150000000000006,52.19999999999999,40.0
36.9,0.1,19.150000000000006,52.19999999999999,40.0
35.65,0.0,19.150000000000006,52.19999999999999,40.0
35.65,0.0,19.150000000000006,52.19999999999999,40.0
35.65,0.0,19.150000000000006,52.19999999999999,40.0
35.65,0.0,19.150000000000006,52.19999999999999,40.0
35.35,0.0,19.150000000000006,52.19999999999999,40.0
34.8,0.0,19.150000000000006,52.19999999999999,40.0
34.35,0.0,19.049999999999997,52.19999999999999,40.0
22.1,0.0,22.650000000000006,53.94999999999999,39.099999999999994
22.1,0.0,22.650000000000006,53.94999999999999,39.099999999999994
21.7,0.0,22.700000000000003,53.94999999999999,39.099999999999994
9.95,0.0,22.75,53.94999999999999,39.099999999999994
0.0,0.0,22.799999999999997,53.94999999999999,39.099999999999994
0.0,0.0,22.849999999999994,53.94999999999999,39.099999999999994
0.0,0.0,22.900000000000006,53.94999999999999,39.099999999999994
0.0,0.0,22.950000000000003,53.94999999999999,39.099999999999994
0.0,0.0,23.0,53.94999999999999,39.099999999999994
0.0,0.0,23.049999999999997,53.94999999999999,39.099999999999994
0.0,0.0,23.099999999999994,53.94999999999999,39.099999999999994
0.0,0.0,23.150000000000006,54.0,39.099999999999994
0.0,0.0,23.200000000000003,54.0,39.099999999999994
0.0,0.0,23.25,54.0,39.099999999999994
0.0,0.0,23.299999999999997,54.04999999999998,39.099999999999994
0.0,0.0,23.349999999999994,54.04999999999998,39.099999999999994
0.0,0.0,23.400000000000006,54.04999999999998,39.099999999999994
0.0,0.0,23.450000000000003,54.04999999999998,39.099999999999994
0.0,0.0,23.5,54.04999999999998,39.099999999999994
0.0,0.0,23.599999999999994,54.04999999999998,39.099999999999994
0.0,0.0,20.0,52.29999999999998,40.0
0.0,0.0,20.0,52.29999999999998,40.0
0.0,0.0,20.0,52.29999999999998,40.0
0.0,0.0,20.0,52.29999999999998,40.0
0.0,0.0,20.0,52.29999999999998,40.0
0.0,0.0,20.0,52.29999999999998,39.94999999999999
0.0,0.0,20.0,52.29999999999998,39.94999999999999
0.0,0.0,20.0,52.29999999999998,39.94999999999999
0.0,0.0,20.0,52.29999999999998,39.94999999999999
0.0,0.0,20.0,52.29999999999998,39.94999999999999
0.0,0.0,20.0,52.29999999999998,39.900000000000006
0.0,0.0,20.0,52.25,39.900000000000006
0.0,0.0,20.0,52.25,39.900000000000006
0.0,0.0,20.0,52.25,39.900000000000006
0.0,0.0,20.0,52.19999999999999,39.849999999999994
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.75
0.0,0.0,20.049999999999997,52.19999999999999,39.75
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.80000000000001
0.0,0.0,20.049999999999997,52.19999999999999,39.849999999999994
0.0,0.0,20.049999999999997,52.19999999999999,39.849999999999994
5.0,0.0,20.049999999999997,52.19999999999999,39.849999999999994
5.0,0.0,20.049999999999997,52.19999999999999,39.849999999999994
5.0,0.0,20.049999999999997,52.19999999999999,39.900000000000006
5.0,0.0,20.0,52.19999999999999,39.900000000000006
5.0,0.0,20.0,52.19999999999999,39.900000000000006
5.0,0.0,20.049999999999997,52.25,39.900000000000006
5.0,0.0,20.049999999999997,52.25,39.900000000000006
5.0,0.0,20.049999999999997,52.25,39.849999999999994
5.0,0.0,20.049999999999997,52.29999999999998,39.849999999999994
5.0,0.0,20.049999999999997,52.29999999999998,39.849999999999994
5.0,0.0,20.049999999999997,52.29999999999998,39.849999999999994
5.0,0.0,20.049999999999997,52.29999999999998,39.849999999999994
5.0,0.0,20.049999999999997,52.29999999999998,39.80000000000001
5.0,0.0,20.049999999999997,52.29999999999998,39.80000000000001
5.0,0.0,20.049999999999997,54.0,38.900000000000006
5.0,0.0,20.049999999999997,54.0,38.900000000000006
5.0,0.0,20.049999999999997,54.0,38.849999999999994
5.0,0.0,20.049999999999997,54.0,38.849999999999994
5.0,0.0,20.049999999999997,54.0,38.849999999999994
5.0,0.0,20.150000000000006,54.0,38.80000000000001
0.0,0.0,20.150000000000006,54.0,38.80000000000001
0.0,0.0,20.200000000000003,54.0,38.75
0.0,0.0,20.200000000000003,54.0,38.69999999999999
0.0,0.0,20.200000000000003,54.0,38.75
0.0,0.0,20.200000000000003,54.0,38.75
0.0,0.0,20.150000000000006,53.94999999999999,38.75
0.0,0.0,20.150000000000006,53.94999999999999,38.75
0.0,0.0,20.200000000000003,53.94999999999999,38.80000000000001
0.0,0.0,20.200000000000003,53.89999999999998,38.75
0.0,0.0,20.25,53.89999999999998,38.75
0.0,0.0,20.25,53.89999999999998,38.75
0.0,0.0,20.25,53.89999999999998,38.75
0.0,0.0,20.299999999999997,53.89999999999998,38.75
0.0,0.0,20.299999999999997,53.89999999999998,38.75
0.0,0.0,20.299999999999997,52.19999999999999,39.650000000000006
0.0,0.0,20.299999999999997,52.19999999999999,39.650000000000006
0.0,0.0,20.299999999999997,52.19999999999999,39.69999999999999
0.0,0.0,20.349999999999994,52.19999999999999,39.69999999999999
0.0,0.0,20.349999999999994,52.19999999999999,39.69999999999999
0.0,0.0,20.25,52.19999999999999,39.75
0.0,0.0,20.25,52.19999999999999,39.75
0.0,0.0,20.25,52.19999999999999,39.80000000000001
0.0,0.0,20.25,52.19999999999999,39.849999999999994
0.0,0.0,20.25,52.19999999999999,39.849999999999994
0.0,0.0,20.25,52.19999999999999,39.849999999999994
0.0,0.0,20.25,52.19999999999999,39.849999999999994
5.0,0.0,20.25,52.19999999999999,39.849999999999994
5.0,0.0,20.200000000000003,52.25,39.849999999999994
5.0,0.0,20.200000000000003,52.29999999999998,39.849999999999994
10.0,0.0,20.150000000000006,52.29999999999998,39.849999999999994
10.0,0.0,20.150000000000006,52.29999999999998,39.849999999999994
10.0,0.0,20.599999999999994,52.29999999999998,39.599999999999994
10.0,0.0,21.099999999999994,52.29999999999998,39.349999999999994
10.0,0.0,21.599999999999994,52.29999999999998,39.05000000000001
10.0,0.0,22.099999999999994,52.29999999999998,38.75
10.0,0.0,22.599999999999994,52.29999999999998,38.44999999999999
10.0,0.0,23.150000000000006,52.29999999999998,38.05000000000001
10.0,0.0,23.650000000000006,52.29999999999998,37.75
10.0,0.0,24.200000000000003,52.29999999999998,37.44999999999999
10.0,0.0,24.75,52.25,37.150000000000006
10.0,0.0,25.299999999999997,52.25,36.849999999999994
10.0,0.0,25.799999999999997,52.25,36.55000000000001
10.0,0.0,26.299999999999997,52.19999999999999,36.25
10.0,0.0,26.849999999999994,52.19999999999999,35.94999999999999
10.0,0.0,27.400000000000006,52.14999999999998,35.650000000000006
10.0,0.0,27.950000000000003,52.14999999999998,35.349999999999994
5.0,0.0,28.5,52.14999999999998,35.05000000000001
5.0,0.0,29.049999999999997,52.099999999999994,34.75
5.0,0.0,29.599999999999994,52.04999999999998,34.5
